wtp,vMC,aMC,subj,gender,age,TraitAnxiety
0,-1.245883567,1.245883567,24,1,20,53
0,-5.115793913,5.115793913,24,1,20,53
0,-1.805902403,1.805902403,24,1,20,53
0,0.686641294,0.686641294,24,1,20,53
1,2.802325807,2.802325807,24,1,20,53
0,4.621617036,4.621617036,24,1,20,53
-1,3.234670368,3.234670368,24,1,20,53
0,0.845012883,0.845012883,24,1,20,53
-1,1.53007421,1.53007421,24,1,20,53
0,-3.753472466,3.753472466,24,1,20,53
0,-1.007748777,1.007748777,24,1,20,53
0,-4.23198773,4.23198773,24,1,20,53
-2,-0.239340166,0.239340166,24,1,20,53
0,4.217432913,4.217432913,24,1,20,53
0,-10.05697158,10.05697158,24,1,20,53
-2,3.501861004,3.501861004,24,1,20,53
1,3.831250282,3.831250282,24,1,20,53
-6,-2.594521494,2.594521494,24,1,20,53
0,1.953762888,1.953762888,24,1,20,53
0,12.76150482,12.76150482,24,1,20,53
0,-5.553775551,5.553775551,24,1,20,53
-8,-3.622590717,3.622590717,24,1,20,53
0,1.693201749,1.693201749,24,1,20,53
-1,-1.38528964,1.38528964,24,1,20,53
0,-0.577160597,0.577160597,24,1,20,53
-2,-1.580360204,1.580360204,24,1,20,53
-1,10.10433569,10.10433569,24,1,20,53
0,-13.12780762,13.12780762,24,1,20,53
1,9.314463653,9.314463653,24,1,20,53
3,2.194492507,2.194492507,24,1,20,53
3,3.370294569,3.370294569,24,1,20,53
-2,0.196933222,0.196933222,24,1,20,53
6,-17.60073316,17.60073316,24,1,20,53
0,-2.003235477,2.003235477,24,1,20,53
1,2.858961076,2.858961076,24,1,20,53
0,-8.158376015,8.158376015,24,1,20,53
0,-1.16705874,1.16705874,24,1,20,53
1,8.710457916,8.710457916,24,1,20,53
-4,-2.149811775,2.149811775,24,1,20,53
-2,-7.302130508,7.302130508,24,1,20,53
0,3.911348316,3.911348316,24,1,20,53
12,9.0113047,9.0113047,24,1,20,53
0,0.443425718,0.443425718,24,1,20,53
-1,3.871321202,3.871321202,24,1,20,53
0,-4.866656539,4.866656539,24,1,20,53
-5,-10.51302158,10.51302158,24,1,20,53
0,-2.067458756,2.067458756,24,1,20,53
0,5.680410057,5.680410057,24,1,20,53
4,-3.227185425,3.227185425,24,1,20,53
-1,-2.355787713,2.355787713,24,1,20,53
0,8.215994527,8.215994527,24,1,20,53
0,-0.438185065,0.438185065,24,1,20,53
-1,-1.180537745,1.180537745,24,1,20,53
0,1.528728853,1.528728853,24,1,20,53
-1,-6.500462747,6.500462747,24,1,20,53
-3,3.083627982,3.083627982,24,1,20,53
-1,7.153176717,7.153176717,24,1,20,53
0,0.338905173,0.338905173,24,1,20,53
0,-8.281246485,8.281246485,24,1,20,53
-34,-2.077268413,2.077268413,24,1,20,53
8,8.53790463,8.53790463,24,1,20,53
0,-7.29118655,7.29118655,24,1,20,53
2,0.798035634,0.798035634,24,1,20,53
0,-2.544275685,2.544275685,24,1,20,53
-5,1.23052919,1.23052919,24,1,20,53
0,-2.207917523,2.207917523,24,1,20,53
0,-4.073495999,4.073495999,24,1,20,53
11,0.035543709,0.035543709,24,1,20,53
-1,6.772197576,6.772197576,24,1,20,53
-1,-7.49186201,7.49186201,24,1,20,53
-4,6.329507465,6.329507465,24,1,20,53
-1,-6.382385326,6.382385326,24,1,20,53
-14,-2.659303637,2.659303637,24,1,20,53
-3,4.907666387,4.907666387,24,1,20,53
-4,-2.494533555,2.494533555,24,1,20,53
1,7.354787996,7.354787996,24,1,20,53
0,-0.853805975,0.853805975,24,1,20,53
-1,0.145638992,0.145638992,24,1,20,53
2,-2.387012299,2.387012299,24,1,20,53
-6,1.473487889,1.473487889,24,1,20,53
2,-3.934280133,3.934280133,24,1,20,53
-5,0.688760701,0.688760701,24,1,20,53
-1,3.59220726,3.59220726,24,1,20,53
-2,0.259910176,0.259910176,24,1,20,53
0,1.064738549,1.064738549,24,1,20,53
0,6.862148934,6.862148934,24,1,20,53
-7,2.502703978,2.502703978,24,1,20,53
0,-8.409934693,8.409934693,24,1,20,53
0,-1.733712679,1.733712679,24,1,20,53
-2,10.71734958,10.71734958,24,1,20,53
0,-5.221169904,5.221169904,24,1,20,53
-1,5.621735407,5.621735407,24,1,20,53
-2,-4.845377226,4.845377226,24,1,20,53
8,12.85707299,12.85707299,24,1,20,53
3,1.158095091,1.158095091,24,1,20,53
-1,-6.890463829,6.890463829,24,1,20,53
4,-7.362485557,7.362485557,24,1,20,53
1,-5.290007722,5.290007722,24,1,20,53
1,1.277241503,1.277241503,24,1,20,53
-5,4.49895824,4.49895824,24,1,20,53
3,3.35157174,3.35157174,24,1,20,53
-2,-4.533902197,4.533902197,24,1,20,53
0,-1.38582223,1.38582223,24,1,20,53
-1,6.479572703,6.479572703,24,1,20,53
0,3.053288107,3.053288107,24,1,20,53
3,5.111976844,5.111976844,24,1,20,53
-3,-1.546870786,1.546870786,24,1,20,53
-4,-0.044525724,0.044525724,24,1,20,53
1,-1.935577986,1.935577986,24,1,20,53
-1,5.079901578,5.079901578,24,1,20,53
0,-1.54533585,1.54533585,24,1,20,53
12,-1.897949226,1.897949226,25,1,20,58
-17,6.871788056,6.871788056,25,1,20,58
16,-5.663232508,5.663232508,25,1,20,58
,10.06729435,10.06729435,25,1,20,58
26,-7.235769248,7.235769248,25,1,20,58
-41,3.279987209,3.279987209,25,1,20,58
-49,2.600910019,2.600910019,25,1,20,58
-70,2.790727954,2.790727954,25,1,20,58
34,-7.380197514,7.380197514,25,1,20,58
-62,11.17542548,11.17542548,25,1,20,58
-36,0.404433731,0.404433731,25,1,20,58
,-2.224610593,2.224610593,25,1,20,58
33,-10.57763925,10.57763925,25,1,20,58
-1,3.509297576,3.509297576,25,1,20,58
26,-9.933431254,9.933431254,25,1,20,58
-12,3.69955721,3.69955721,25,1,20,58
25,-7.390196346,7.390196346,25,1,20,58
-30,0.520907252,0.520907252,25,1,20,58
-49,12.73314514,12.73314514,25,1,20,58
22,-8.981536502,8.981536502,25,1,20,58
-14,0.801732927,0.801732927,25,1,20,58
-50,8.232523727,8.232523727,25,1,20,58
-24,0.432095892,0.432095892,25,1,20,58
-20,-3.061594871,3.061594871,25,1,20,58
-31,5.482102965,5.482102965,25,1,20,58
-99,4.833445382,4.833445382,25,1,20,58
-14,0.868942475,0.868942475,25,1,20,58
-51,3.21242147,3.21242147,25,1,20,58
-9,0.359231311,0.359231311,25,1,20,58
21,-5.44833114,5.44833114,25,1,20,58
26,-7.522895124,7.522895124,25,1,20,58
23,-6.207811998,6.207811998,25,1,20,58
14,-4.273541939,4.273541939,25,1,20,58
-23,5.591733414,5.591733414,25,1,20,58
-49,6.441724781,6.441724781,25,1,20,58
26,-6.646044898,6.646044898,25,1,20,58
22,-6.392579909,6.392579909,25,1,20,58
-49,6.145618618,6.145618618,25,1,20,58
-50,6.293551256,6.293551256,25,1,20,58
-29,1.720585196,1.720585196,25,1,20,58
-23,-2.72528114,2.72528114,25,1,20,58
21,-5.109247218,5.109247218,25,1,20,58
-27,7.215904825,7.215904825,25,1,20,58
-28,-1.29799577,1.29799577,25,1,20,58
-54,-0.971645884,0.971645884,25,1,20,58
-10,0.696857751,0.696857751,25,1,20,58
-23,0.160362867,0.160362867,25,1,20,58
-22,0.739776691,0.739776691,25,1,20,58
8,-7.398590115,7.398590115,25,1,20,58
-24,-3.742753741,3.742753741,25,1,20,58
0,-4.329925169,4.329925169,25,1,20,58
0,0.415106782,0.415106782,25,1,20,58
0,7.597040806,7.597040806,25,1,20,58
0,8.156781358,8.156781358,25,1,20,58
0,-8.250017028,8.250017028,25,1,20,58
,2.292399493,2.292399493,25,1,20,58
0,5.654577819,5.654577819,25,1,20,58
0,6.380804954,6.380804954,25,1,20,58
,-12.02618919,12.02618919,25,1,20,58
0,8.205068245,8.205068245,25,1,20,58
0,-3.889320853,3.889320853,25,1,20,58
0,4.123418092,4.123418092,25,1,20,58
,0.346786849,0.346786849,25,1,20,58
0,2.342986847,2.342986847,25,1,20,58
,-1.288720629,1.288720629,25,1,20,58
0,-5.766226254,5.766226254,25,1,20,58
,-8.62718001,8.62718001,25,1,20,58
0,-7.579348501,7.579348501,25,1,20,58
,2.55160176,2.55160176,25,1,20,58
0,-4.139493707,4.139493707,25,1,20,58
,4.335462981,4.335462981,25,1,20,58
0,1.319661343,1.319661343,25,1,20,58
0,-10.42862171,10.42862171,25,1,20,58
0,7.393872726,7.393872726,25,1,20,58
0,6.834394063,6.834394063,25,1,20,58
0,2.027652106,2.027652106,25,1,20,58
0,5.533574623,5.533574623,25,1,20,58
,-3.126745618,3.126745618,25,1,20,58
0,0.406041239,0.406041239,25,1,20,58
0,-3.657047552,3.657047552,25,1,20,58
0,0.503347297,0.503347297,25,1,20,58
0,-4.486257547,4.486257547,25,1,20,58
0,-5.853926451,5.853926451,25,1,20,58
0,-4.509628497,4.509628497,25,1,20,58
,2.681085057,2.681085057,25,1,20,58
0,0.968941363,0.968941363,25,1,20,58
0,2.367664039,2.367664039,25,1,20,58
0,-2.69603839,2.69603839,25,1,20,58
0,0.074662526,0.074662526,25,1,20,58
0,-1.518139313,1.518139313,25,1,20,58
0,5.66839745,5.66839745,25,1,20,58
0,-12.11048744,12.11048744,25,1,20,58
0,5.412110309,5.412110309,25,1,20,58
0,2.645162283,2.645162283,25,1,20,58
0,6.951335345,6.951335345,25,1,20,58
0,-6.62131746,6.62131746,25,1,20,58
0,0.041890549,0.041890549,25,1,20,58
-1,-5.513241899,5.513241899,25,1,20,58
0,5.715976894,5.715976894,25,1,20,58
0,0.424887475,0.424887475,25,1,20,58
0,-7.49831954,7.49831954,25,1,20,58
0,-2.939715999,2.939715999,25,1,20,58
,11.42053956,11.42053956,25,1,20,58
0,-7.30847255,7.30847255,25,1,20,58
0,-6.504501431,6.504501431,25,1,20,58
0,7.132601271,7.132601271,25,1,20,58
,-11.37343541,11.37343541,25,1,20,58
,-0.506549238,0.506549238,25,1,20,58
0,6.936602509,6.936602509,25,1,20,58
0,-2.310458406,2.310458406,25,1,20,58
0,-1.367717025,1.367717025,25,1,20,58
0,10.63349101,10.63349101,25,1,20,58
0,0.369952079,0.369952079,25,1,20,58
0,20.37411011,20.37411011,25,1,20,58
0,-4.983745315,4.983745315,25,1,20,58
0,0.354638634,0.354638634,25,1,20,58
0,-7.435319952,7.435319952,25,1,20,58
0,-5.126593564,5.126593564,25,1,20,58
0,0.608933853,0.608933853,25,1,20,58
,-7.466252935,7.466252935,25,1,20,58
0,-4.429160402,4.429160402,25,1,20,58
0,1.721405285,1.721405285,25,1,20,58
0,3.41032978,3.41032978,25,1,20,58
0,4.032126914,4.032126914,25,1,20,58
0,7.632952381,7.632952381,25,1,20,58
0,-6.031331221,6.031331221,25,1,20,58
0,1.969180901,1.969180901,25,1,20,58
0,8.040764169,8.040764169,25,1,20,58
0,-2.044039706,2.044039706,25,1,20,58
0,4.647515232,4.647515232,25,1,20,58
0,-10.22712361,10.22712361,25,1,20,58
,-3.378134308,3.378134308,25,1,20,58
0,14.71264915,14.71264915,25,1,20,58
0,-8.280074198,8.280074198,25,1,20,58
0,-3.738301728,3.738301728,25,1,20,58
0,0.333415132,0.333415132,25,1,20,58
0,-1.999562609,1.999562609,25,1,20,58
0,2.618339968,2.618339968,25,1,20,58
-1,0.537377098,0.537377098,25,1,20,58
0,-0.816895853,0.816895853,25,1,20,58
0,-3.639320045,3.639320045,25,1,20,58
0,1.199483738,1.199483738,25,1,20,58
0,5.486268882,5.486268882,25,1,20,58
0,-2.491014661,2.491014661,25,1,20,58
0,-9.3499652,9.3499652,25,1,20,58
0,7.384280359,7.384280359,25,1,20,58
,-8.583171,8.583171,25,1,20,58
0,5.458674536,5.458674536,25,1,20,58
0,13.65743313,13.65743313,25,1,20,58
0,-0.080047314,0.080047314,25,1,20,58
0,-1.438747145,1.438747145,25,1,20,58
0,-2.735966406,2.735966406,25,1,20,58
0,-4.433823132,4.433823132,25,1,20,58
0,19.50273438,19.50273438,25,1,20,58
0,-5.038781087,5.038781087,25,1,20,58
0,7.221097333,7.221097333,25,1,20,58
0,-1.995076153,1.995076153,25,1,20,58
0,-1.858544925,1.858544925,25,1,20,58
0,6.213888736,6.213888736,25,1,20,58
0,0.748790712,0.748790712,25,1,20,58
0,-8.512399464,8.512399464,25,1,20,58
0,-9.84857423,9.84857423,25,1,20,58
0,2.524758854,2.524758854,25,1,20,58
0,1.384877885,1.384877885,25,1,20,58
0,7.009993728,7.009993728,25,1,20,58
0,5.537433732,5.537433732,25,1,20,58
0,-6.795427033,6.795427033,25,1,20,58
,0.69888951,0.69888951,25,1,20,58
0,-8.154390131,8.154390131,25,1,20,58
0,7.014508928,7.014508928,25,1,20,58
0,-1.414527397,1.414527397,25,1,20,58
0,0.907100488,0.907100488,25,1,20,58
0,10.63695074,10.63695074,25,1,20,58
0,-3.670488139,3.670488139,25,1,20,58
0,2.083778725,2.083778725,25,1,20,58
0,-1.125418088,1.125418088,25,1,20,58
0,-4.617350455,4.617350455,25,1,20,58
0,-2.067542759,2.067542759,25,1,20,58
0,-0.165140423,0.165140423,25,1,20,58
0,-3.011830962,3.011830962,25,1,20,58
,2.9993028,2.9993028,25,1,20,58
0,5.372403475,5.372403475,25,1,20,58
0,-0.144014078,0.144014078,25,1,20,58
0,2.608408717,2.608408717,25,1,20,58
0,-2.997966082,2.997966082,25,1,20,58
0,-10.64155339,10.64155339,25,1,20,58
0,11.25736046,11.25736046,25,1,20,58
0,-0.689966276,0.689966276,25,1,20,58
0,3.682349327,3.682349327,25,1,20,58
0,-9.256123933,9.256123933,25,1,20,58
0,-8.606221557,8.606221557,25,1,20,58
0,2.121820847,2.121820847,25,1,20,58
0,-4.00991318,4.00991318,25,1,20,58
0,0.006725995,0.006725995,25,1,20,58
0,2.701151461,2.701151461,25,1,20,58
0,-5.948636859,5.948636859,25,1,20,58
0,-7.362180808,7.362180808,25,1,20,58
0,3.066177496,3.066177496,25,1,20,58
0,-1.107217837,1.107217837,25,1,20,58
0,7.13695625,7.13695625,25,1,20,58
51,9.953828978,9.953828978,26,1,21,55
-54,-2.551603499,2.551603499,26,1,21,55
-89,-6.509943926,6.509943926,26,1,21,55
29,2.511210305,2.511210305,26,1,21,55
49,0.335103549,0.335103549,26,1,21,55
,-8.659645723,8.659645723,26,1,21,55
18,4.906072283,4.906072283,26,1,21,55
-2,5.638959096,5.638959096,26,1,21,55
-95,0.038174175,0.038174175,26,1,21,55
0,-7.437453987,7.437453987,26,1,21,55
0,1.075930151,1.075930151,26,1,21,55
-1,-1.472212493,1.472212493,26,1,21,55
0,11.00608159,11.00608159,26,1,21,55
-1,2.363876372,2.363876372,26,1,21,55
27,-1.999902839,1.999902839,26,1,21,55
-1,2.91653091,2.91653091,26,1,21,55
,1.549422811,1.549422811,26,1,21,55
-1,-5.417879878,5.417879878,26,1,21,55
-1,-2.961921142,2.961921142,26,1,21,55
0,-3.455269522,3.455269522,26,1,21,55
,-3.134343813,3.134343813,26,1,21,55
0,0.553299768,0.553299768,26,1,21,55
0,-0.486275843,0.486275843,26,1,21,55
0,-0.576469982,0.576469982,26,1,21,55
0,-0.460523419,0.460523419,26,1,21,55
-2,3.050701612,3.050701612,26,1,21,55
-52,-13.47930993,13.47930993,26,1,21,55
0,-0.992095339,0.992095339,26,1,21,55
,5.084184653,5.084184653,26,1,21,55
0,-0.912396805,0.912396805,26,1,21,55
0,-3.109703525,3.109703525,26,1,21,55
-2,6.680282029,6.680282029,26,1,21,55
-1,-3.536239986,3.536239986,26,1,21,55
0,-4.40155462,4.40155462,26,1,21,55
0,6.682312622,6.682312622,26,1,21,55
0,-4.416026884,4.416026884,26,1,21,55
25,8.560871649,8.560871649,26,1,21,55
0,-3.966745659,3.966745659,26,1,21,55
0,1.768555679,1.768555679,26,1,21,55
21,5.759092702,5.759092702,26,1,21,55
0,-3.720585865,3.720585865,26,1,21,55
-1,0.048860557,0.048860557,26,1,21,55
0,-5.48305694,5.48305694,26,1,21,55
1,-4.833906307,4.833906307,26,1,21,55
0,0.583368198,0.583368198,26,1,21,55
-1,2.636115273,2.636115273,26,1,21,55
0,5.076578256,5.076578256,26,1,21,55
0,0.780081756,0.780081756,26,1,21,55
-1,2.282188433,2.282188433,26,1,21,55
0,-10.40965713,10.40965713,26,1,21,55
52,9.196526014,9.196526014,26,1,21,55
0,2.661823443,2.661823443,26,1,21,55
0,-3.496143488,3.496143488,26,1,21,55
0,4.622538991,4.622538991,26,1,21,55
-1,-1.641412718,1.641412718,26,1,21,55
0,-2.964850197,2.964850197,26,1,21,55
51,3.935056589,3.935056589,26,1,21,55
0,-4.726273655,4.726273655,26,1,21,55
0,2.80150483,2.80150483,26,1,21,55
1,-6.992207406,6.992207406,26,1,21,55
0,2.690706541,2.690706541,26,1,21,55
0,-3.547424163,3.547424163,26,1,21,55
52,8.891833504,8.891833504,26,1,21,55
0,-6.650865066,6.650865066,26,1,21,55
0,-5.813349084,5.813349084,26,1,21,55
0,-3.352137941,3.352137941,26,1,21,55
-1,4.721885087,4.721885087,26,1,21,55
57,10.03619474,10.03619474,26,1,21,55
66,0.385331645,0.385331645,26,1,21,55
0,-7.431808674,7.431808674,26,1,21,55
0,0.720890479,0.720890479,26,1,21,55
,-4.986281683,4.986281683,26,1,21,55
-2,0.158898464,0.158898464,26,1,21,55
85,15.82937326,15.82937326,26,1,21,55
0,-3.35535892,3.35535892,26,1,21,55
0,-5.588269938,5.588269938,26,1,21,55
-3,3.318567826,3.318567826,26,1,21,55
,-3.81157708,3.81157708,26,1,21,55
0,-3.329285207,3.329285207,26,1,21,55
-1,-9.233655344,9.233655344,26,1,21,55
1,9.097185894,9.097185894,26,1,21,55
-1,1.052902702,1.052902702,26,1,21,55
-1,2.221159199,2.221159199,26,1,21,55
-3,-5.777636978,5.777636978,26,1,21,55
0,6.434160696,6.434160696,26,1,21,55
-4,-5.13727857,5.13727857,26,1,21,55
0,1.938063369,1.938063369,26,1,21,55
30,5.61183868,5.61183868,26,1,21,55
0,6.160982521,6.160982521,26,1,21,55
,-1.648181179,1.648181179,26,1,21,55
0,-5.67151379,5.67151379,26,1,21,55
0,1.234085027,1.234085027,26,1,21,55
2,7.347989068,7.347989068,26,1,21,55
0,-3.619883362,3.619883362,26,1,21,55
1,-2.318476493,2.318476493,26,1,21,55
0,-13.67336677,13.67336677,26,1,21,55
0,10.49238352,10.49238352,26,1,21,55
-2,1.560129171,1.560129171,26,1,21,55
,3.573440772,3.573440772,26,1,21,55
-2,-7.777145739,7.777145739,26,1,21,55
33,4.475427187,4.475427187,26,1,21,55
33,7.175925002,7.175925002,26,1,21,55
0,-0.164223558,0.164223558,26,1,21,55
33,-5.402204501,5.402204501,26,1,21,55
0,0.426632672,0.426632672,26,1,21,55
0,-1.282808263,1.282808263,26,1,21,55
-1,-6.319760417,6.319760417,26,1,21,55
-1,1.288022863,1.288022863,26,1,21,55
41,-3.128384604,3.128384604,26,1,21,55
36,7.159580091,7.159580091,26,1,21,55
0,8.13287508,8.13287508,26,1,21,55
0,-1.665873,1.665873,26,1,21,55
0,6.84324239,6.84324239,26,1,21,55
24,-0.71236318,0.71236318,26,1,21,55
28,-1.080731983,1.080731983,26,1,21,55
42,-4.6639038,4.6639038,26,1,21,55
0,-8.879749087,8.879749087,26,1,21,55
-2,0.421664144,0.421664144,26,1,21,55
0,0.704370524,0.704370524,26,1,21,55
,-1.172733828,1.172733828,26,1,21,55
0,-0.195815099,0.195815099,26,1,21,55
,0.402990358,0.402990358,26,1,21,55
0,-2.339308282,2.339308282,26,1,21,55
-1,-2.757502182,2.757502182,26,1,21,55
48,-10.2728012,10.2728012,26,1,21,55
90,12.94496208,12.94496208,26,1,21,55
88,9.66017257,9.66017257,26,1,21,55
58,-10.72430162,10.72430162,26,1,21,55
0,-2.815505335,2.815505335,26,1,21,55
-1,-0.515030092,0.515030092,26,1,21,55
0,5.861325207,5.861325207,26,1,21,55
0,3.51549623,3.51549623,26,1,21,55
0,3.996496313,3.996496313,26,1,21,55
48,6.777157522,6.777157522,26,1,21,55
54,-9.697283152,9.697283152,26,1,21,55
85,-5.611912958,5.611912958,26,1,21,55
78,0.734361117,0.734361117,26,1,21,55
83,6.018343954,6.018343954,26,1,21,55
-4,-7.90494334,7.90494334,26,1,21,55
,-1.848680726,1.848680726,26,1,21,55
-1,0.352291961,0.352291961,26,1,21,55
76,-8.413424391,8.413424391,26,1,21,55
0,-0.619090252,0.619090252,26,1,21,55
0,5.553916732,5.553916732,26,1,21,55
59,-7.275123598,7.275123598,26,1,21,55
1,7.575159895,7.575159895,26,1,21,55
0,-3.269998552,3.269998552,26,1,21,55
,-0.321460992,0.321460992,26,1,21,55
47,1.760130395,1.760130395,26,1,21,55
,0.092517131,0.092517131,26,1,21,55
42,-1.766998186,1.766998186,26,1,21,55
42,0.952523326,0.952523326,26,1,21,55
28,-3.311611263,3.311611263,26,1,21,55
53,-11.27039732,11.27039732,26,1,21,55
30,4.079933704,4.079933704,26,1,21,55
33,3.411746856,3.411746856,26,1,21,55
39,-0.813342391,0.813342391,26,1,21,55
38,-1.642707879,1.642707879,26,1,21,55
23,4.279749397,4.279749397,26,1,21,55
0,5.805370044,5.805370044,26,1,21,55
47,2.893820112,2.893820112,26,1,21,55
65,13.90636368,13.90636368,26,1,21,55
43,-6.397523466,6.397523466,26,1,21,55
33,-1.18046502,1.18046502,26,1,21,55
43,-1.930460395,1.930460395,26,1,21,55
39,1.806241169,1.806241169,26,1,21,55
41,1.461919554,1.461919554,26,1,21,55
48,6.29353877,6.29353877,26,1,21,55
48,-0.872390259,0.872390259,26,1,21,55
37,-3.550199265,3.550199265,26,1,21,55
55,2.829686329,2.829686329,26,1,21,55
44,-3.075757825,3.075757825,26,1,21,55
34,3.878937672,3.878937672,26,1,21,55
10,-3.757327079,3.757327079,26,1,21,55
79,-6.95730421,6.95730421,26,1,21,55
84,-4.261101516,4.261101516,26,1,21,55
71,3.03887355,3.03887355,26,1,21,55
82,10.09481913,10.09481913,26,1,21,55
,-2.465661152,2.465661152,26,1,21,55
40,5.683244093,5.683244093,26,1,21,55
2,-8.535583182,8.535583182,26,1,21,55
-1,7.305778531,7.305778531,26,1,21,55
-1,-1.115778879,1.115778879,26,1,21,55
36,0.881928902,0.881928902,26,1,21,55
0,0.563668768,0.563668768,26,1,21,55
72,-9.120882605,9.120882605,26,1,21,55
70,-0.030951759,0.030951759,26,1,21,55
78,-9.881553541,9.881553541,26,1,21,55
0,-2.133140765,2.133140765,26,1,21,55
37,6.537909862,6.537909862,26,1,21,55
,-5.974535756,5.974535756,26,1,21,55
,-5.448423856,5.448423856,26,1,21,55
88,-4.455675403,4.455675403,26,1,21,55
94,0.245393393,0.245393393,26,1,21,55
79,7.325066143,7.325066143,26,1,21,55
81,-10.80729148,10.80729148,26,1,21,55
31,2.434167212,2.434167212,26,1,21,55
36,-2.858573242,2.858573242,26,1,21,55
87,0.276787291,0.276787291,26,1,21,55
97,-0.047761579,0.047761579,26,1,21,55
5,11.61819081,11.61819081,27,1,19,44
1,-4.378962475,4.378962475,27,1,19,44
8,0.545448936,0.545448936,27,1,19,44
0,-4.251354341,4.251354341,27,1,19,44
0,8.016317428,8.016317428,27,1,19,44
0,3.093975592,3.093975592,27,1,19,44
0,-4.131973182,4.131973182,27,1,19,44
2,-2.418417637,2.418417637,27,1,19,44
0,-10.53601858,10.53601858,27,1,19,44
1,0.324526907,0.324526907,27,1,19,44
1,10.92502407,10.92502407,27,1,19,44
1,1.63714631,1.63714631,27,1,19,44
0,-12.3686624,12.3686624,27,1,19,44
0,-3.327714925,3.327714925,27,1,19,44
,4.948181901,4.948181901,27,1,19,44
0,-1.628002711,1.628002711,27,1,19,44
,-7.159575129,7.159575129,27,1,19,44
0,-1.268949981,1.268949981,27,1,19,44
0,2.357589569,2.357589569,27,1,19,44
,-3.813339715,3.813339715,27,1,19,44
0,7.371218032,7.371218032,27,1,19,44
0,8.588810326,8.588810326,27,1,19,44
0,2.99510664,2.99510664,27,1,19,44
0,8.63854115,8.63854115,27,1,19,44
1,-4.264928772,4.264928772,27,1,19,44
0,-7.345802591,7.345802591,27,1,19,44
7,-1.774144951,1.774144951,27,1,19,44
1,-7.938076982,7.938076982,27,1,19,44
0,-3.244450984,3.244450984,27,1,19,44
0,-6.21780531,6.21780531,27,1,19,44
0,1.85024574,1.85024574,27,1,19,44
0,2.799225373,2.799225373,27,1,19,44
,-4.896582068,4.896582068,27,1,19,44
0,0.793835711,0.793835711,27,1,19,44
0,8.779049711,8.779049711,27,1,19,44
0,8.196192374,8.196192374,27,1,19,44
1,-2.04354174,2.04354174,27,1,19,44
,4.606334437,4.606334437,27,1,19,44
0,-0.434565138,0.434565138,27,1,19,44
1,-4.922952561,4.922952561,27,1,19,44
-1,-8.147491588,8.147491588,27,1,19,44
0,-5.147656962,5.147656962,27,1,19,44
,8.874115275,8.874115275,27,1,19,44
0,2.948864424,2.948864424,27,1,19,44
0,2.227326759,2.227326759,27,1,19,44
0,2.48795806,2.48795806,27,1,19,44
0,1.811160444,1.811160444,27,1,19,44
0,1.401133723,1.401133723,27,1,19,44
0,0.667098968,0.667098968,27,1,19,44
0,3.523487658,3.523487658,27,1,19,44
0,-2.145377632,2.145377632,27,1,19,44
0,-4.200469675,4.200469675,27,1,19,44
0,9.397155795,9.397155795,27,1,19,44
2,6.5412564,6.5412564,27,1,19,44
0,3.861098629,3.861098629,27,1,19,44
0,1.929688657,1.929688657,27,1,19,44
0,-5.477574444,5.477574444,27,1,19,44
4,2.286766985,2.286766985,27,1,19,44
0,-5.521674079,5.521674079,27,1,19,44
0,7.278359683,7.278359683,27,1,19,44
,3.375134663,3.375134663,27,1,19,44
0,-1.550740355,1.550740355,27,1,19,44
0,-0.538451471,0.538451471,27,1,19,44
-3,-3.442226917,3.442226917,27,1,19,44
0,3.647291495,3.647291495,27,1,19,44
-1,-1.357709141,1.357709141,27,1,19,44
1,-6.615153567,6.615153567,27,1,19,44
2,-7.805819787,7.805819787,27,1,19,44
0,-2.218087423,2.218087423,27,1,19,44
0,-10.76650249,10.76650249,27,1,19,44
0,10.16996103,10.16996103,27,1,19,44
0,-3.876277849,3.876277849,27,1,19,44
0,0.442937492,0.442937492,27,1,19,44
1,-3.040448595,3.040448595,27,1,19,44
1,-3.133229595,3.133229595,27,1,19,44
0,3.847272846,3.847272846,27,1,19,44
0,-1.665633271,1.665633271,27,1,19,44
0,9.162918222,9.162918222,27,1,19,44
1,8.570466779,8.570466779,27,1,19,44
0,5.137709443,5.137709443,27,1,19,44
0,-1.402396172,1.402396172,27,1,19,44
0,6.196506701,6.196506701,27,1,19,44
0,-5.236459669,5.236459669,27,1,19,44
0,2.911810811,2.911810811,27,1,19,44
0,-8.077105336,8.077105336,27,1,19,44
1,3.327926476,3.327926476,27,1,19,44
0,-4.60018096,4.60018096,27,1,19,44
-1,4.026503084,4.026503084,27,1,19,44
0,4.095551872,4.095551872,27,1,19,44
-1,-5.932103921,5.932103921,27,1,19,44
0,0.620478895,0.620478895,27,1,19,44
-1,1.856810036,1.856810036,27,1,19,44
0,5.084918743,5.084918743,27,1,19,44
0,-1.878003775,1.878003775,27,1,19,44
0,2.944623096,2.944623096,27,1,19,44
1,-10.86477242,10.86477242,27,1,19,44
0,9.204679291,9.204679291,27,1,19,44
0,-5.66617055,5.66617055,27,1,19,44
3,1.310965816,1.310965816,27,1,19,44
0,-6.15384774,6.15384774,27,1,19,44
0,-4.203322067,4.203322067,27,1,19,44
-2,3.004148656,3.004148656,27,1,19,44
0,-2.795300828,2.795300828,27,1,19,44
0,2.860408677,2.860408677,27,1,19,44
0,-6.384602986,6.384602986,27,1,19,44
-1,-4.4639006,4.4639006,27,1,19,44
