wtp,vMC,aMC,subj,gender,age,ChangeAnxiety,group
52,1.743176547,1.743176547,21,1,19,10,1
24,5.166997157,5.166997157,21,1,19,10,1
10,1.985048268,1.985048268,21,1,19,10,1
-41,8.658144396,8.658144396,21,1,19,10,1
-81,-0.144577595,0.144577595,21,1,19,10,1
99,0.541148729,0.541148729,21,1,19,10,1
-46,-3.594068538,3.594068538,21,1,19,10,1
45,4.721385948,4.721385948,21,1,19,10,1
83,-2.904839229,2.904839229,21,1,19,10,1
53,-4.367772948,4.367772948,21,1,19,10,1
39,7.008876012,7.008876012,21,1,19,10,1
35,-3.314155528,3.314155528,21,1,19,10,1
42,0.960695682,0.960695682,21,1,19,10,1
46,-6.718068134,6.718068134,21,1,19,10,1
28,4.055345381,4.055345381,21,1,19,10,1
-44,0.606987604,0.606987604,21,1,19,10,1
-44,-0.322728951,0.322728951,21,1,19,10,1
-47,2.344289878,2.344289878,21,1,19,10,1
68,-4.628922744,4.628922744,21,1,19,10,1
78,-2.43690472,2.43690472,21,1,19,10,1
86,10.17252167,10.17252167,21,1,19,10,1
67,-8.210037232,8.210037232,21,1,19,10,1
78,-1.991482381,1.991482381,21,1,19,10,1
60,5.740852541,5.740852541,21,1,19,10,1
52,0.230560835,0.230560835,21,1,19,10,1
50,-3.620731563,3.620731563,21,1,19,10,1
-14,-1.850141348,1.850141348,21,1,19,10,1
-25,-5.308538744,5.308538744,21,1,19,10,1
99,-3.50346306,3.50346306,21,1,19,10,1
39,-2.468937024,2.468937024,21,1,19,10,1
-70,-1.063173054,1.063173054,21,1,19,10,1
99,11.84901291,11.84901291,21,1,19,10,1
49,-5.052971102,5.052971102,21,1,19,10,1
46,3.110464012,3.110464012,21,1,19,10,1
48,-14.5061459,14.5061459,21,1,19,10,1
-57,5.79002257,5.79002257,21,1,19,10,1
39,-0.474528764,0.474528764,21,1,19,10,1
19,-2.082940788,2.082940788,21,1,19,10,1
53,7.79917095,7.79917095,21,1,19,10,1
-74,1.094982405,1.094982405,21,1,19,10,1
90,-1.315707261,1.315707261,21,1,19,10,1
-47,8.081135625,8.081135625,21,1,19,10,1
37,5.520576829,5.520576829,21,1,19,10,1
99,1.641782602,1.641782602,21,1,19,10,1
99,-1.502184753,1.502184753,21,1,19,10,1
-47,-3.962373629,3.962373629,21,1,19,10,1
-56,-7.470747052,7.470747052,21,1,19,10,1
54,12.77429234,12.77429234,21,1,19,10,1
50,-3.69400281,3.69400281,21,1,19,10,1
-55,-1.517896816,1.517896816,21,1,19,10,1
-63,2.757614067,2.757614067,21,1,19,10,1
-50,1.277311887,1.277311887,21,1,19,10,1
-91,1.256944851,1.256944851,21,1,19,10,1
51,-4.8991617,4.8991617,21,1,19,10,1
88,2.877440588,2.877440588,21,1,19,10,1
-99,-3.906011261,3.906011261,21,1,19,10,1
42,-4.60698487,4.60698487,21,1,19,10,1
54,4.359730847,4.359730847,21,1,19,10,1
-1,-2.506537246,2.506537246,21,1,19,10,1
44,0.5503197,0.5503197,21,1,19,10,1
39,-1.163668582,1.163668582,21,1,19,10,1
47,-7.959000872,7.959000872,21,1,19,10,1
17,-4.221945349,4.221945349,21,1,19,10,1
46,8.5572471,8.5572471,21,1,19,10,1
38,-6.188586736,6.188586736,21,1,19,10,1
26,-0.02509502,0.02509502,21,1,19,10,1
54,5.301066305,5.301066305,21,1,19,10,1
50,4.721887315,4.721887315,21,1,19,10,1
15,2.421700565,2.421700565,21,1,19,10,1
20,-2.385479595,2.385479595,21,1,19,10,1
-14,2.172588375,2.172588375,21,1,19,10,1
20,-0.299216219,0.299216219,21,1,19,10,1
43,-1.152598503,1.152598503,21,1,19,10,1
-8,0.381796834,0.381796834,21,1,19,10,1
8,-11.93545881,11.93545881,21,1,19,10,1
23,3.959092169,3.959092169,21,1,19,10,1
9,0.669310812,0.669310812,21,1,19,10,1
7,-7.365491688,7.365491688,21,1,19,10,1
99,-7.313034234,7.313034234,21,1,19,10,1
-8,0.85741817,0.85741817,21,1,19,10,1
26,-3.435941181,3.435941181,21,1,19,10,1
-20,3.01682365,3.01682365,21,1,19,10,1
24,2.582609587,2.582609587,21,1,19,10,1
23,1.163129436,1.163129436,21,1,19,10,1
51,-4.230050596,4.230050596,21,1,19,10,1
-14,4.010404936,4.010404936,21,1,19,10,1
-13,6.71464782,6.71464782,21,1,19,10,1
-14,2.861059987,2.861059987,21,1,19,10,1
8,-6.209246098,6.209246098,21,1,19,10,1
-21,1.736139206,1.736139206,21,1,19,10,1
-17,-3.372444968,3.372444968,21,1,19,10,1
64,6.241867352,6.241867352,21,1,19,10,1
15,0.65330297,0.65330297,21,1,19,10,1
26,-4.284569989,4.284569989,21,1,19,10,1
-20,0.306550297,0.306550297,21,1,19,10,1
-31,-10.42877407,10.42877407,21,1,19,10,1
-19,6.295388234,6.295388234,21,1,19,10,1
29,3.054876338,3.054876338,21,1,19,10,1
30,-3.188879038,3.188879038,21,1,19,10,1
-13,5.611523617,5.611523617,21,1,19,10,1
-7,-8.832222029,8.832222029,21,1,19,10,1
10,0.554539005,0.554539005,21,1,19,10,1
15,-3.706843369,3.706843369,21,1,19,10,1
-44,-1.225102175,1.225102175,21,1,19,10,1
12,4.835754234,4.835754234,21,1,19,10,1
-16,5.59876788,5.59876788,21,1,19,10,1
22,-5.529275522,5.529275522,21,1,19,10,1
-6,-2.522032283,2.522032283,21,1,19,10,1
19,2.101783719,2.101783719,21,1,19,10,1
22,1.429522071,1.429522071,21,1,19,10,1
38,-3.365742094,3.365742094,21,1,19,10,1
25,-7.732449504,7.732449504,21,1,19,10,1
-23,6.362000169,6.362000169,21,1,19,10,1
17,2.813135556,2.813135556,21,1,19,10,1
10,-0.288853419,0.288853419,21,1,19,10,1
38,2.535376036,2.535376036,21,1,19,10,1
35,-9.508169506,9.508169506,21,1,19,10,1
-15,4.889752349,4.889752349,21,1,19,10,1
-16,-4.05527893,4.05527893,21,1,19,10,1
15,-0.680681013,0.680681013,21,1,19,10,1
36,7.822941234,7.822941234,21,1,19,10,1
-27,4.778709868,4.778709868,21,1,19,10,1
-30,4.336719383,4.336719383,21,1,19,10,1
26,5.007724114,5.007724114,21,1,19,10,1
-17,-11.98556831,11.98556831,21,1,19,10,1
7,-17.97478123,17.97478123,21,1,19,10,1
6,6.272178031,6.272178031,21,1,19,10,1
-21,5.225268866,5.225268866,21,1,19,10,1
13,-2.858386232,2.858386232,21,1,19,10,1
9,-6.407514603,6.407514603,21,1,19,10,1
5,2.708220814,2.708220814,21,1,19,10,1
22,11.43110701,11.43110701,21,1,19,10,1
11,-4.418454079,4.418454079,21,1,19,10,1
-14,-4.472654869,4.472654869,21,1,19,10,1
12,-0.109026446,0.109026446,21,1,19,10,1
19,-1.750670863,1.750670863,21,1,19,10,1
80,4.069572486,4.069572486,21,1,19,10,1
29,1.478832662,1.478832662,21,1,19,10,1
21,8.116597948,8.116597948,21,1,19,10,1
-19,-7.838904242,7.838904242,21,1,19,10,1
-17,-0.4439447,0.4439447,21,1,19,10,1
-27,4.821557967,4.821557967,21,1,19,10,1
24,-3.003834326,3.003834326,21,1,19,10,1
29,2.831915011,2.831915011,21,1,19,10,1
19,1.179237735,1.179237735,21,1,19,10,1
-15,-2.989960608,2.989960608,21,1,19,10,1
-24,0.646474886,0.646474886,21,1,19,10,1
16,3.160531902,3.160531902,21,1,19,10,1
15,0.959154905,0.959154905,21,1,19,10,1
-16,0.795535243,0.795535243,21,1,19,10,1
-11,-8.256402549,8.256402549,21,1,19,10,1
14,9.725037867,9.725037867,21,1,19,10,1
-1,-1.888756794,1.888756794,21,1,19,10,1
13,1.994058137,1.994058137,21,1,19,10,1
-17,-7.362210103,7.362210103,21,1,19,10,1
-13,0.887718039,0.887718039,21,1,19,10,1
12,-2.709367805,2.709367805,21,1,19,10,1
22,4.856651287,4.856651287,21,1,19,10,1
11,6.137998298,6.137998298,21,1,19,10,1
33,-7.32948714,7.32948714,21,1,19,10,1
19,1.841601417,1.841601417,21,1,19,10,1
33,-3.611015177,3.611015177,21,1,19,10,1
22,0.054849977,0.054849977,21,1,19,10,1
-15,5.460047716,5.460047716,21,1,19,10,1
-22,-0.454557778,0.454557778,21,1,19,10,1
-2,2.775950951,2.775950951,21,1,19,10,1
21,-9.81475893,9.81475893,21,1,19,10,1
-8,-0.930156376,0.930156376,21,1,19,10,1
32,3.959712208,3.959712208,21,1,19,10,1
51,2.010549509,2.010549509,21,1,19,10,1
-29,2.519704716,2.519704716,21,1,19,10,1
-53,2.423989575,2.423989575,21,1,19,10,1
-26,-7.74354249,7.74354249,21,1,19,10,1
27,-2.715585263,2.715585263,21,1,19,10,1
11,-3.408809574,3.408809574,21,1,19,10,1
16,2.688185494,2.688185494,21,1,19,10,1
10,-11.88929544,11.88929544,21,1,19,10,1
27,3.543587451,3.543587451,21,1,19,10,1
63,-3.054541237,3.054541237,21,1,19,10,1
,-8.712284962,8.712284962,22,2,23,3,0
0,0.190131869,0.190131869,22,2,23,3,0
,1.313519709,1.313519709,22,2,23,3,0
,-6.415193297,6.415193297,22,2,23,3,0
0,-0.130696603,0.130696603,22,2,23,3,0
0,-2.055938303,2.055938303,22,2,23,3,0
25,7.273637451,7.273637451,22,2,23,3,0
26,-6.106070217,6.106070217,22,2,23,3,0
0,6.066400802,6.066400802,22,2,23,3,0
0,-3.43140137,3.43140137,22,2,23,3,0
,-3.121699271,3.121699271,22,2,23,3,0
0,-0.122714248,0.122714248,22,2,23,3,0
0,0.233221097,0.233221097,22,2,23,3,0
0,2.457619236,2.457619236,22,2,23,3,0
0,6.51784953,6.51784953,22,2,23,3,0
0,-2.3705958,2.3705958,22,2,23,3,0
0,7.792381249,7.792381249,22,2,23,3,0
27,1.482338036,1.482338036,22,2,23,3,0
22,-3.837015736,3.837015736,22,2,23,3,0
0,-0.715368965,0.715368965,22,2,23,3,0
24,4.83753755,4.83753755,22,2,23,3,0
22,10.44933583,10.44933583,22,2,23,3,0
1,2.620777672,2.620777672,22,2,23,3,0
0,-1.24332099,1.24332099,22,2,23,3,0
1,-15.48176196,15.48176196,22,2,23,3,0
-1,-2.807484158,2.807484158,22,2,23,3,0
-1,-5.156041432,5.156041432,22,2,23,3,0
1,8.255598412,8.255598412,22,2,23,3,0
0,-8.189327684,8.189327684,22,2,23,3,0
42,-7.372223048,7.372223048,22,2,23,3,0
1,1.1886045,1.1886045,22,2,23,3,0
0,5.200366757,5.200366757,22,2,23,3,0
0,0.531803157,0.531803157,22,2,23,3,0
0,8.438999337,8.438999337,22,2,23,3,0
0,-2.689743826,2.689743826,22,2,23,3,0
-1,-10.50576989,10.50576989,22,2,23,3,0
0,4.45380436,4.45380436,22,2,23,3,0
0,-4.236903324,4.236903324,22,2,23,3,0
0,6.679374515,6.679374515,22,2,23,3,0
0,3.94576281,3.94576281,22,2,23,3,0
-1,-2.664785897,2.664785897,22,2,23,3,0
0,1.263127015,1.263127015,22,2,23,3,0
0,0.207813077,0.207813077,22,2,23,3,0
0,3.643008031,3.643008031,22,2,23,3,0
1,5.057673395,5.057673395,22,2,23,3,0
-1,4.260128058,4.260128058,22,2,23,3,0
0,-2.221765733,2.221765733,22,2,23,3,0
0,10.73255651,10.73255651,22,2,23,3,0
0,-5.219270947,5.219270947,22,2,23,3,0
0,-1.488911369,1.488911369,22,2,23,3,0
0,-4.926879071,4.926879071,22,2,23,3,0
0,-5.1439085,5.1439085,22,2,23,3,0
0,0.994884684,0.994884684,22,2,23,3,0
0,-0.570002738,0.570002738,22,2,23,3,0
0,-2.831945258,2.831945258,22,2,23,3,0
0,11.68545449,11.68545449,22,2,23,3,0
0,5.38604818,5.38604818,22,2,23,3,0
0,6.037311156,6.037311156,22,2,23,3,0
0,-5.235487303,5.235487303,22,2,23,3,0
0,12.21710718,12.21710718,22,2,23,3,0
0,-2.855988327,2.855988327,22,2,23,3,0
0,-6.872544577,6.872544577,22,2,23,3,0
0,-6.561506108,6.561506108,22,2,23,3,0
0,3.736946377,3.736946377,22,2,23,3,0
0,7.610904064,7.610904064,22,2,23,3,0
0,-1.94104219,1.94104219,22,2,23,3,0
0,-1.038974729,1.038974729,22,2,23,3,0
0,-1.464619314,1.464619314,22,2,23,3,0
0,4.257554428,4.257554428,22,2,23,3,0
0,-7.088424278,7.088424278,22,2,23,3,0
0,-2.444530565,2.444530565,22,2,23,3,0
0,1.36379322,1.36379322,22,2,23,3,0
0,8.741934041,8.741934041,22,2,23,3,0
0,-1.234252782,1.234252782,22,2,23,3,0
0,-0.665795397,0.665795397,22,2,23,3,0
0,-1.819183267,1.819183267,22,2,23,3,0
0,-2.872813281,2.872813281,22,2,23,3,0
0,-13.99911391,13.99911391,22,2,23,3,0
0,2.996013192,2.996013192,22,2,23,3,0
0,0.337359703,0.337359703,22,2,23,3,0
0,-3.979342809,3.979342809,22,2,23,3,0
0,-5.50257716,5.50257716,22,2,23,3,0
0,6.516964406,6.516964406,22,2,23,3,0
0,1.610500079,1.610500079,22,2,23,3,0
0,-3.552911511,3.552911511,22,2,23,3,0
0,-0.225446637,0.225446637,22,2,23,3,0
0,3.10706112,3.10706112,22,2,23,3,0
0,1.710004952,1.710004952,22,2,23,3,0
0,4.847398049,4.847398049,22,2,23,3,0
-1,8.771433226,8.771433226,22,2,23,3,0
0,-10.72774918,10.72774918,22,2,23,3,0
0,2.14875198,2.14875198,22,2,23,3,0
0,8.239646578,8.239646578,22,2,23,3,0
0,-11.52840886,11.52840886,22,2,23,3,0
0,-4.984264579,4.984264579,22,2,23,3,0
0,-2.930188538,2.930188538,22,2,23,3,0
0,1.77061467,1.77061467,22,2,23,3,0
0,-0.13806336,0.13806336,22,2,23,3,0
0,-3.320425282,3.320425282,22,2,23,3,0
0,5.585879624,5.585879624,22,2,23,3,0
0,3.894484146,3.894484146,22,2,23,3,0
25,3.567258021,3.567258021,22,2,23,3,0
0,2.957164907,2.957164907,22,2,23,3,0
0,-1.814698257,1.814698257,22,2,23,3,0
0,-9.773389995,9.773389995,22,2,23,3,0
21,10.54698781,10.54698781,22,2,23,3,0
0,3.125799926,3.125799926,22,2,23,3,0
-1,-4.362247018,4.362247018,22,2,23,3,0
0,0.307942579,0.307942579,22,2,23,3,0
0,5.979300943,5.979300943,22,2,23,3,0
0,-5.564225947,5.564225947,22,2,23,3,0
0,-2.056338446,2.056338446,22,2,23,3,0
0,-3.392700082,3.392700082,22,2,23,3,0
22,-1.26264004,1.26264004,22,2,23,3,0
25,-1.155839902,1.155839902,22,2,23,3,0
51,-17.10098552,17.10098552,22,2,23,3,0
0,2.48084327,2.48084327,22,2,23,3,0
0,-1.77518201,1.77518201,22,2,23,3,0
0,7.41352967,7.41352967,22,2,23,3,0
0,0.20756912,0.20756912,22,2,23,3,0
0,-0.863255642,0.863255642,22,2,23,3,0
0,-3.019092223,3.019092223,22,2,23,3,0
1,-4.032941997,4.032941997,22,2,23,3,0
0,1.464645643,1.464645643,22,2,23,3,0
0,5.455581119,5.455581119,22,2,23,3,0
0,10.5709071,10.5709071,22,2,23,3,0
0,-4.58219235,4.58219235,22,2,23,3,0
0,-1.575602202,1.575602202,22,2,23,3,0
0,0.630938003,0.630938003,22,2,23,3,0
0,7.35099738,7.35099738,22,2,23,3,0
0,-15.97037465,15.97037465,22,2,23,3,0
0,8.304829622,8.304829622,22,2,23,3,0
0,-0.460368936,0.460368936,22,2,23,3,0
-2,-5.6682381,5.6682381,22,2,23,3,0
0,3.093976036,3.093976036,22,2,23,3,0
0,3.596444492,3.596444492,22,2,23,3,0
0,-5.855336623,5.855336623,22,2,23,3,0
0,-3.931038919,3.931038919,22,2,23,3,0
1,3.461216561,3.461216561,22,2,23,3,0
0,8.330242652,8.330242652,22,2,23,3,0
0,0.709467939,0.709467939,22,2,23,3,0
0,-10.91719056,10.91719056,22,2,23,3,0
0,-4.19049721,4.19049721,22,2,23,3,0
0,5.300149297,5.300149297,22,2,23,3,0
0,3.047235428,3.047235428,22,2,23,3,0
0,1.048516413,1.048516413,22,2,23,3,0
0,-1.629164255,1.629164255,22,2,23,3,0
0,-3.500435351,3.500435351,22,2,23,3,0
0,6.420385972,6.420385972,22,2,23,3,0
0,5.611442593,5.611442593,22,2,23,3,0
32,-3.067265886,3.067265886,22,2,23,3,0
26,-1.695816112,1.695816112,22,2,23,3,0
18,2.527119266,2.527119266,22,2,23,3,0
31,1.840251625,1.840251625,22,2,23,3,0
0,0.80178018,0.80178018,22,2,23,3,0
23,-4.871961118,4.871961118,22,2,23,3,0
0,2.385266174,2.385266174,22,2,23,3,0
26,-5.938838202,5.938838202,22,2,23,3,0
0,-2.952328057,2.952328057,22,2,23,3,0
47,10.90701536,10.90701536,22,2,23,3,0
49,-10.51724129,10.51724129,22,2,23,3,0
0,7.188244122,7.188244122,22,2,23,3,0
0,-4.034632876,4.034632876,22,2,23,3,0
0,-1.968411746,1.968411746,22,2,23,3,0
0,-3.03583203,3.03583203,22,2,23,3,0
0,6.36898856,6.36898856,22,2,23,3,0
0,-4.754919882,4.754919882,22,2,23,3,0
0,-0.701037456,0.701037456,22,2,23,3,0
0,-0.169500723,0.169500723,22,2,23,3,0
0,-4.701230821,4.701230821,22,2,23,3,0
0,3.297495797,3.297495797,22,2,23,3,0
0,-1.746847963,1.746847963,22,2,23,3,0
0,-2.553333939,2.553333939,22,2,23,3,0
24,9.82821308,9.82821308,22,2,23,3,0
22,7.16025833,7.16025833,22,2,23,3,0
0,0.558025079,0.558025079,22,2,23,3,0
0,-1.386098939,1.386098939,22,2,23,3,0
2,10.41991079,10.41991079,22,2,23,3,0
0,-6.621612239,6.621612239,22,2,23,3,0
0,0.782422341,0.782422341,22,2,23,3,0
0,7.590657482,7.590657482,22,2,23,3,0
0,2.07768711,2.07768711,22,2,23,3,0
0,-2.908460413,2.908460413,22,2,23,3,0
0,-1.901124176,1.901124176,22,2,23,3,0
0,-12.09176829,12.09176829,22,2,23,3,0
0,6.474736322,6.474736322,22,2,23,3,0
0,3.556859963,3.556859963,22,2,23,3,0
0,-6.632666767,6.632666767,22,2,23,3,0
0,0.49469268,0.49469268,22,2,23,3,0
0,3.458027912,3.458027912,22,2,23,3,0
0,-3.663773535,3.663773535,22,2,23,3,0
0,-0.076543111,0.076543111,22,2,23,3,0
0,4.185625832,4.185625832,22,2,23,3,0
0,-1.25884953,1.25884953,22,2,23,3,0
0,1.064569167,1.064569167,22,2,23,3,0
0,4.18738866,4.18738866,22,2,23,3,0
0,-3.502978896,3.502978896,22,2,23,3,0
0,-2.126416135,2.126416135,22,2,23,3,0
0,-2.445199836,2.445199836,22,2,23,3,0
0,-2.0111674,2.0111674,22,2,23,3,0
,1.074871946,1.074871946,23,1,26,1,1
,-8.928947742,8.928947742,23,1,26,1,1
,10.19585248,10.19585248,23,1,26,1,1
,0.757740238,0.757740238,23,1,26,1,1
,2.504050501,2.504050501,23,1,26,1,1
,4.548160053,4.548160053,23,1,26,1,1
,-2.126975395,2.126975395,23,1,26,1,1
,-2.263244227,2.263244227,23,1,26,1,1
,-8.281648068,8.281648068,23,1,26,1,1
,-1.86800838,1.86800838,23,1,26,1,1
,1.419824207,1.419824207,23,1,26,1,1
,-6.558608664,6.558608664,23,1,26,1,1
,4.939233216,4.939233216,23,1,26,1,1
,1.843829959,1.843829959,23,1,26,1,1
1,6.606941356,6.606941356,23,1,26,1,1
0,-4.384994649,4.384994649,23,1,26,1,1
0,1.577514795,1.577514795,23,1,26,1,1
0,0.310357279,0.310357279,23,1,26,1,1
2,-4.455612003,4.455612003,23,1,26,1,1
0,3.712237605,3.712237605,23,1,26,1,1
0,4.06612279,4.06612279,23,1,26,1,1
0,-0.111644825,0.111644825,23,1,26,1,1
1,8.552684518,8.552684518,23,1,26,1,1
0,1.123898728,1.123898728,23,1,26,1,1
0,2.236156599,2.236156599,23,1,26,1,1
0,-4.433357103,4.433357103,23,1,26,1,1
0,2.427870522,2.427870522,23,1,26,1,1
0,-6.950364003,6.950364003,23,1,26,1,1
,5.87822109,5.87822109,23,1,26,1,1
0,3.074607452,3.074607452,23,1,26,1,1
0,-5.971252517,5.971252517,23,1,26,1,1
1,-9.000735052,9.000735052,23,1,26,1,1
1,-6.500022603,6.500022603,23,1,26,1,1
0,-1.408465692,1.408465692,23,1,26,1,1
0,5.008203796,5.008203796,23,1,26,1,1
1,-5.442265504,5.442265504,23,1,26,1,1
0,-3.670061476,3.670061476,23,1,26,1,1
0,-4.450007961,4.450007961,23,1,26,1,1
0,0.425584551,0.425584551,23,1,26,1,1
,-0.567670551,0.567670551,23,1,26,1,1
1,4.797779963,4.797779963,23,1,26,1,1
1,3.784333218,3.784333218,23,1,26,1,1
0,-3.120583439,3.120583439,23,1,26,1,1
0,12.46486798,12.46486798,23,1,26,1,1
0,13.00243474,13.00243474,23,1,26,1,1
0,-8.473743772,8.473743772,23,1,26,1,1
0,-6.284417196,6.284417196,23,1,26,1,1
1,-11.81740682,11.81740682,23,1,26,1,1
0,14.15675851,14.15675851,23,1,26,1,1
0,-4.149325705,4.149325705,23,1,26,1,1
0,4.23924586,4.23924586,23,1,26,1,1
0,-0.903096594,0.903096594,23,1,26,1,1
0,4.532335155,4.532335155,23,1,26,1,1
0,-6.414375662,6.414375662,23,1,26,1,1
0,-0.465000056,0.465000056,23,1,26,1,1
0,-3.657778994,3.657778994,23,1,26,1,1
1,-7.913172382,7.913172382,23,1,26,1,1
0,2.996247562,2.996247562,23,1,26,1,1
0,1.012162815,1.012162815,23,1,26,1,1
0,-6.231802028,6.231802028,23,1,26,1,1
1,-0.282592559,0.282592559,23,1,26,1,1
1,1.221869097,1.221869097,23,1,26,1,1
0,10.23357607,10.23357607,23,1,26,1,1
0,0.213676528,0.213676528,23,1,26,1,1
0,4.753271602,4.753271602,23,1,26,1,1
0,-5.181541047,5.181541047,23,1,26,1,1
0,3.255301867,3.255301867,23,1,26,1,1
-1,8.415728765,8.415728765,23,1,26,1,1
0,2.9284267,2.9284267,23,1,26,1,1
0,-8.770643418,8.770643418,23,1,26,1,1
0,-5.006954374,5.006954374,23,1,26,1,1
0,-0.309799297,0.309799297,23,1,26,1,1
0,2.617564236,2.617564236,23,1,26,1,1
0,4.220601591,4.220601591,23,1,26,1,1
1,-0.813430847,0.813430847,23,1,26,1,1
0,-8.407872077,8.407872077,23,1,26,1,1
0,-4.522709508,4.522709508,23,1,26,1,1
0,4.509563462,4.509563462,23,1,26,1,1
1,-0.705913987,0.705913987,23,1,26,1,1
0,0.249361737,0.249361737,23,1,26,1,1
0,-8.842370175,8.842370175,23,1,26,1,1
0,2.527533711,2.527533711,23,1,26,1,1
0,-2.334142027,2.334142027,23,1,26,1,1
0,-4.712935156,4.712935156,23,1,26,1,1
0,8.187023939,8.187023939,23,1,26,1,1
0,-0.261411048,0.261411048,23,1,26,1,1
0,-2.718461389,2.718461389,23,1,26,1,1
0,0.57904586,0.57904586,23,1,26,1,1
0,6.418672601,6.418672601,23,1,26,1,1
1,-3.456806689,3.456806689,23,1,26,1,1
0,2.039070436,2.039070436,23,1,26,1,1
0,1.989351274,1.989351274,23,1,26,1,1
0,10.22839085,10.22839085,23,1,26,1,1
0,-2.365604836,2.365604836,23,1,26,1,1
0,-9.576672877,9.576672877,23,1,26,1,1
0,0.886782522,0.886782522,23,1,26,1,1
0,-0.992221653,0.992221653,23,1,26,1,1
0,-8.75774194,8.75774194,23,1,26,1,1
0,3.48617371,3.48617371,23,1,26,1,1
0,-0.93581864,0.93581864,23,1,26,1,1
0,0.146713452,0.146713452,23,1,26,1,1
0,-2.906053696,2.906053696,23,1,26,1,1
0,3.411191493,3.411191493,23,1,26,1,1
1,-1.530540744,1.530540744,23,1,26,1,1
0,-7.265810519,7.265810519,23,1,26,1,1
0,-0.117141233,0.117141233,23,1,26,1,1
1,-5.420350847,5.420350847,23,1,26,1,1
0,1.96833672,1.96833672,23,1,26,1,1
1,-4.032979533,4.032979533,23,1,26,1,1
0,-1.728008791,1.728008791,23,1,26,1,1
0,2.153082328,2.153082328,23,1,26,1,1
2,5.356003401,5.356003401,23,1,26,1,1
0,10.35649771,10.35649771,23,1,26,1,1
2,-3.389603982,3.389603982,23,1,26,1,1
0,9.536050783,9.536050783,23,1,26,1,1
1,-12.92192146,12.92192146,23,1,26,1,1
1,-2.021602519,2.021602519,23,1,26,1,1
0,1.220985233,1.220985233,23,1,26,1,1
0,-4.493422072,4.493422072,23,1,26,1,1
1,-3.303133985,3.303133985,23,1,26,1,1
0,6.851064152,6.851064152,23,1,26,1,1
0,-8.463693837,8.463693837,23,1,26,1,1
0,3.726304177,3.726304177,23,1,26,1,1
0,5.171231379,5.171231379,23,1,26,1,1
0,0.899337099,0.899337099,23,1,26,1,1
0,-3.384444367,3.384444367,23,1,26,1,1
1,-1.732950706,1.732950706,23,1,26,1,1
0,1.115006444,1.115006444,23,1,26,1,1
1,0.468758774,0.468758774,23,1,26,1,1
0,-5.628265152,5.628265152,23,1,26,1,1
0,5.31149154,5.31149154,23,1,26,1,1
0,0.969635624,0.969635624,23,1,26,1,1
0,-3.397415216,3.397415216,23,1,26,1,1
0,-0.531789778,0.531789778,23,1,26,1,1
0,1.78832388,1.78832388,23,1,26,1,1
0,-0.766301716,0.766301716,23,1,26,1,1
0,-2.120676664,2.120676664,23,1,26,1,1
0,3.410575912,3.410575912,23,1,26,1,1
0,3.547665251,3.547665251,23,1,26,1,1
0,-2.271305128,2.271305128,23,1,26,1,1
0,-2.370063343,2.370063343,23,1,26,1,1
0,-2.713184019,2.713184019,23,1,26,1,1
0,3.147636591,3.147636591,23,1,26,1,1
1,-2.732735118,2.732735118,23,1,26,1,1
0,4.468764189,4.468764189,23,1,26,1,1
0,-4.281227959,4.281227959,23,1,26,1,1
0,6.70504203,6.70504203,23,1,26,1,1
0,-1.108478033,1.108478033,23,1,26,1,1
0,2.114124516,2.114124516,23,1,26,1,1
0,0.150106677,0.150106677,23,1,26,1,1
0,-0.184196661,0.184196661,23,1,26,1,1
0,3.948387068,3.948387068,23,1,26,1,1
0,-4.458661568,4.458661568,23,1,26,1,1
1,-5.265882989,5.265882989,23,1,26,1,1
0,6.723590862,6.723590862,23,1,26,1,1
1,3.82169579,3.82169579,23,1,26,1,1
0,1.27320293,1.27320293,23,1,26,1,1
0,-1.778508193,1.778508193,23,1,26,1,1
1,4.086096251,4.086096251,23,1,26,1,1
0,2.086935484,2.086935484,23,1,26,1,1
0,7.698129793,7.698129793,23,1,26,1,1
0,-9.789828702,9.789828702,23,1,26,1,1
0,-0.194036311,0.194036311,23,1,26,1,1
0,-4.469278682,4.469278682,23,1,26,1,1
-1,0.975307743,0.975307743,23,1,26,1,1
1,-1.693249476,1.693249476,23,1,26,1,1
0,1.468469444,1.468469444,23,1,26,1,1
0,3.117177074,3.117177074,23,1,26,1,1
0,-6.928903095,6.928903095,23,1,26,1,1
1,4.872961618,4.872961618,23,1,26,1,1
0,-6.820209769,6.820209769,23,1,26,1,1
0,3.00721075,3.00721075,23,1,26,1,1
0,-3.093773916,3.093773916,23,1,26,1,1
1,-7.951376263,7.951376263,23,1,26,1,1
0,-0.78951612,0.78951612,23,1,26,1,1
1,2.035953575,2.035953575,23,1,26,1,1
1,8.956625209,8.956625209,23,1,26,1,1
1,9.444896174,9.444896174,23,1,26,1,1
1,1.923093987,1.923093987,23,1,26,1,1
1,4.784432499,4.784432499,23,1,26,1,1
0,-5.020573588,5.020573588,23,1,26,1,1
0,-7.206050258,7.206050258,23,1,26,1,1
0,5.904840093,5.904840093,23,1,26,1,1
0,-6.453484538,6.453484538,23,1,26,1,1
0,3.197928878,3.197928878,23,1,26,1,1
1,-2.717430578,2.717430578,23,1,26,1,1
0,6.082304736,6.082304736,23,1,26,1,1
0,-11.67714816,11.67714816,23,1,26,1,1
0,4.749558682,4.749558682,23,1,26,1,1
