ProlificID,Age,Gender.1.Male,HouseholdIncome,Education,PoliticalOrientation,COVID19Consumption,AnxietyOwnHealth,AnxietyLovedOnes,AnxietyLockdown,AnxietyIncome,AnxietyExercise,AnxietySupplies,AnxietySocializing,Anxiety_factor_noSTAI,Anxiety_factor_STAI,STAI_Score,STAI_scaled,Dependents,HealthCareInsuranceSatisfaction,Ethnicity
498,45,1,2,1,2,5,42,63,67,64,0,88,0,46.28571429,43.27777778,33.33333333,22.22222222,1,1,5
499,67,1,4,1,2,3,21,33,10,11,0,10,4,12.71428571,11.125,20,0,2,3,5
500,65,2,5,1,1,5,100,100,76,100,36,73,76,80.14285714,81.93055556,76.66666667,94.44444445,2,3,5
501,37,2,4,4,2,4,100,100,27,100,0,100,0,61,61.70833333,60,66.66666667,2,2,5
502,51,1,7,4,1,5,74,93,40,99,11,30,38,55,58.54166667,70,83.33333333,2,3,5
503,54,2,6,3,2,5,56,72,58,73,82,16,53,58.57142857,54.72222222,36.66666667,27.77777778,1,4,5
504,60,1,1,1,2,5,52,54,51,31,14,88,50,48.57142857,46.66666667,40,33.33333333,2,2,5
505,39,1,2,3,1,5,66,87,55,55,15,66,39,54.71428571,56.20833333,60,66.66666667,2,3,5
506,41,1,2,1,1,5,68,83,58,81,19,84,24,59.57142857,58.375,50,50,2,3,5
507,62,1,7,3,2,5,24,71,25,0,80,25,51,39.42857143,34.5,20,0,2,3,5
508,60,1,4,3,1,5,100,100,100,100,100,100,73,96.14285714,88.29166667,40,33.33333333,2,1,5
509,64,2,2,2,2,5,16,73,82,82,9,8,74,49.14285714,48.55555556,46.66666667,44.44444445,2,4,5
510,42,1,7,3,1,5,63,81,92,97,15,67,96,73,67.34722222,36.66666667,27.77777778,2,2,5
511,67,2,1,1,1,6,87,100,91,88,11,84,83,77.71428571,79.80555556,76.66666667,94.44444445,2,3,5
512,24,2,5,1,1,3,37,55,61,37,0,22,0,30.28571429,33.44444444,53.33333333,55.55555555,2,3,5
513,64,1,7,3,2,5,27,31,77,89,20,22,70,48,44.77777778,33.33333333,22.22222222,2,3,5
514,31,1,6,1,1,5,29,58,62,63,1,33,57,43.28571429,39.26388889,26.66666667,11.11111112,1,3,5
515,40,2,4,2,2,4,65,92,9,7,2,66,0,34.42857143,35.68055556,46.66666667,44.44444445,1,3,5
516,68,1,2,2,1,5,76,76,11,11,64,36,44,45.42857143,39.75,20,0,2,3,5
517,71,1,4,3,1,5,65,92,51,16,3,64,72,51.85714286,50.23611111,43.33333333,38.88888888,1,3,5
518,59,1,5,3,1,6,60,57,26,88,37,91,68,61,58.93055556,46.66666667,44.44444445,2,1,5
519,66,2,7,4,1,5,9,20,9,84,1,11,21,22.14285714,21.45833333,30,16.66666667,2,3,5
520,53,2,4,3,1,6,89,100,36,37,67,72,25,60.85714286,65.05555556,76.66666667,94.44444445,1,3,5
521,34,2,1,3,1,5,58,80,93,100,0,89,76,70.85714286,73.80555556,76.66666667,94.44444445,2,1,5
522,29,1,5,3,2,5,65,90,78,76,94,54,95,78.85714286,73.16666667,40,33.33333333,2,4,5
523,42,1,6,1,1,5,70,89,31,69,63,58,36,59.42857143,55.47222222,36.66666667,27.77777778,2,3,5
524,65,1,4,1,2,4,77,90,63,89,0,75,66,65.71428571,63.05555556,46.66666667,44.44444445,2,3,5
525,58,1,5,1,2,5,51,51,64,91,24,30,0,44.42857143,47.20833333,60,66.66666667,2,3,5
526,19,1,6,1,2,4,51,51,51,51,95,51,51,57.28571429,56.375,50,50,2,3,5
527,35,2,7,4,1,5,57,99,29,77,70,72,35,62.71428571,66.68055556,76.66666667,94.44444445,2,2,5
528,28,1,4,3,1,6,64,95,82,100,58,96,58,79,80.93055556,76.66666667,94.44444445,2,2,5
529,31,2,6,3,1,5,100,100,100,83,100,100,79,94.57142857,94.55555556,76.66666667,94.44444445,1,3,5
530,63,2,4,2,1,5,52,81,51,52,53,51,52,56,53.86111111,43.33333333,38.88888888,2,1,5
531,28,1,3,1,2,4,12,11,8,68,88,85,99,53,46.375,20,0,2,4,5
532,53,1,1,3,1,5,58,18,22,57,8,57,0,31.42857143,30.97222222,36.66666667,27.77777778,2,3,5
533,58,2,5,1,2,5,55,54,47,58,10,27,0,35.85714286,35.54166667,40,33.33333333,1,4,5
534,59,2,2,4,2,4,1,8,8,8,0,0,20,6.428571429,5.625,20,0,2,1,5
535,47,2,3,2,1,5,92,91,6,5,0,0,24,31.14285714,30.72222222,36.66666667,27.77777778,2,4,5
536,32,2,5,4,1,6,81,100,5,65,73,73,41,62.57142857,64.47222222,66.66666667,77.77777778,2,1,5
537,55,2,8,4,2,4,52,73,51,44,63,54,63,57.14285714,56.25,50,50,2,3,5
538,67,2,2,3,2,6,63,0,0,20,0,1,0,12,12.58333333,30,16.66666667,2,4,5
539,62,1,8,3,1,6,87,85,66,96,30,31,53,64,64.33333333,60,66.66666667,2,3,5
540,26,2,6,1,1,4,58,100,69,60,65,93,53,71.14285714,71.27777778,63.33333333,72.22222222,2,3,5
541,29,2,2,2,1,5,58,58,28,100,68,40,56,58.28571429,59.33333333,60,66.66666667,2,3,5
542,29,1,5,1,1,3,62,98,69,72,0,82,84,66.71428571,63.93055556,46.66666667,44.44444445,2,3,5
543,28,2,5,1,1,4,85,100,54,89,29,91,34,68.85714286,62.33333333,30,16.66666667,2,3,5
544,63,1,8,4,2,4,78,96,17,65,28,19,9,44.57142857,40.38888889,26.66666667,11.11111112,1,3,5
545,66,1,4,3,2,5,72,82,36,76,40,26,82,59.14285714,53.83333333,30,16.66666667,1,3,5
546,60,2,2,1,1,5,77,83,29,81,21,70,13,53.42857143,50.91666667,40,33.33333333,2,2,5
547,66,2,3,1,1,5,25,75,0,0,0,57,51,29.71428571,27.38888889,26.66666667,11.11111112,2,4,5
548,34,1,7,4,1,5,70,63,24,70,37,67,26,51,47.40277778,33.33333333,22.22222222,1,3,5
549,44,1,4,1,1,5,73,100,67,0,7,51,74,53.14285714,49.97222222,36.66666667,27.77777778,1,3,5
550,50,1,6,2,2,4,33,40,38,45,14,38,24,33.14285714,33.86111111,43.33333333,38.88888888,2,3,5
551,42,2,8,4,1,5,12,87,6,21,5,32,11,24.85714286,28.69444444,53.33333333,55.55555555,2,4,5
552,61,2,8,3,2,4,55,71,25,0,0,0,29,25.71428571,23.88888889,26.66666667,11.11111112,2,3,5
553,76,1,7,4,2,5,83,86,41,25,28,76,62,57.28571429,52.20833333,30,16.66666667,2,4,5
554,46,2,8,3,2,5,94,72,59,75,60,29,55,63.42857143,60.36111111,43.33333333,38.88888888,1,4,5
555,43,2,7,3,1,5,66,70,75,76,11,26,27,50.14285714,50.125,50,50,2,1,5
556,70,2,6,3,1,5,26,61,0,17,34,23,0,23,20.125,20,0,2,3,5
557,36,1,8,1,2,6,76,95,30,67,15,73,0,50.85714286,53.52777778,63.33333333,72.22222222,2,4,5
558,69,1,1,4,2,5,93,93,80,98,3,62,42,67.28571429,68.59722222,66.66666667,77.77777778,2,3,5
559,58,1,6,4,2,4,57,51,51,24,88,16,76,51.85714286,47.45833333,30,16.66666667,2,4,5
560,42,2,4,2,1,4,57,82,72,91,39,87,56,69.14285714,71.61111111,73.33333333,88.88888888,1,2,5
561,51,1,8,3,1,5,76,85,54,63,75,63,66,68.85714286,63.02777778,33.33333333,22.22222222,2,2,5
562,67,1,3,1,2,5,75,79,77,100,0,51,76,65.42857143,62.11111111,43.33333333,38.88888888,2,3,5
563,68,1,8,4,2,5,75,100,5,0,5,57,5,35.28571429,35.73611111,43.33333333,38.88888888,2,4,5
564,37,2,2,1,1,4,39,65,22,76,82,100,75,65.57142857,63.625,50,50,1,3,5
565,27,1,4,2,1,5,95,100,97,100,62,95,97,92.28571429,91.86111111,73.33333333,88.88888888,2,1,5
566,40,2,8,3,1,5,65,81,75,0,63,81,60,60.71428571,54.51388889,26.66666667,11.11111112,1,4,5
567,28,2,4,1,1,5,65,100,62,69,18,81,65,65.71428571,64.44444444,53.33333333,55.55555555,1,3,5
568,58,2,4,3,2,5,79,90,78,0,0,100,65,58.85714286,54.27777778,33.33333333,22.22222222,1,3,5
569,35,2,4,2,1,5,66,85,64,97,11,56,91,67.14285714,69.16666667,70,83.33333333,2,1,5
570,65,2,3,1,2,4,53,74,57,8,0,55,86,47.57142857,47.18055556,46.66666667,44.44444445,2,3,5
571,57,2,5,1,2,5,98,96,99,100,0,79,89,80.14285714,82.625,80,100,2,3,5
572,41,1,4,1,2,5,59,76,49,100,0,55,0,48.42857143,48.625,50,50,1,1,5
573,66,2,4,1,1,5,91,100,0,72,69,74,13,59.85714286,59.31944444,53.33333333,55.55555555,2,3,5
574,41,1,5,1,2,5,58,70,75,63,66,67,57,65.14285714,60.47222222,36.66666667,27.77777778,1,2,5
575,48,1,3,2,1,4,59,71,52,69,43,59,51,57.71428571,56.05555556,46.66666667,44.44444445,1,3,5
576,60,2,5,3,1,5,62,90,59,74,37,76,60,65.42857143,60.72222222,36.66666667,27.77777778,2,3,5
577,59,2,8,3,2,4,56,65,40,57,0,60,20,42.57142857,37.94444444,23.33333333,5.55555555,1,4,5
578,51,2,6,4,1,5,80,80,60,80,50,70,51,67.28571429,63.73611111,43.33333333,38.88888888,2,3,5
579,38,1,7,3,1,4,41,71,32,100,37,79,74,62,60.5,50,50,2,4,5
580,53,1,5,3,2,5,100,100,0,85,24,73,0,54.57142857,49.13888889,26.66666667,11.11111112,1,3,5
581,39,1,8,4,2,5,90,100,100,100,3,85,19,71,67.68055556,46.66666667,44.44444445,1,3,5
582,69,1,1,3,2,5,44,100,60,77,98,37,8,60.57142857,64.11111111,73.33333333,88.88888888,2,4,5
583,36,2,8,4,1,5,69,77,34,21,23,76,28,46.85714286,45.16666667,40,33.33333333,1,3,5
584,49,1,8,1,2,4,41,63,73,22,19,14,15,35.28571429,33.65277778,33.33333333,22.22222222,1,4,5
585,63,2,2,1,2,5,0,21,0,51,0,14,0,12.28571429,11.44444444,23.33333333,5.55555555,2,1,5
586,23,1,1,1,1,5,84,100,100,100,75,100,0,79.85714286,78.20833333,60,66.66666667,2,1,5
587,25,1,2,2,2,4,20,22,21,82,13,35,51,34.85714286,38.83333333,60,66.66666667,2,3,5
588,35,2,1,1,1,4,72,60,27,62,26,67,19,47.57142857,48.56944444,53.33333333,55.55555555,2,1,5
589,50,1,8,3,2,4,64,65,30,29,37,37,36,42.57142857,44.19444444,53.33333333,55.55555555,1,3,5
590,42,1,6,4,1,5,95,100,16,60,79,60,0,58.57142857,58.88888889,56.66666667,61.11111112,2,1,5
591,69,2,3,1,1,4,85,87,80,36,24,44,59,59.28571429,60.20833333,60,66.66666667,2,4,5
592,44,2,3,1,1,4,73,100,8,100,11,78,9,54.14285714,52.23611111,43.33333333,38.88888888,1,3,5
593,49,1,6,3,2,5,60,80,0,100,0,25,25,41.42857143,39.72222222,36.66666667,27.77777778,1,1,5
594,77,1,5,1,2,5,65,55,59,19,57,46,75,53.71428571,50.47222222,36.66666667,27.77777778,2,3,5
595,54,2,4,3,1,6,100,100,74,100,100,100,100,96.28571429,95.36111111,73.33333333,88.88888888,2,4,5
596,30,2,7,4,1,5,13,15,76,100,0,19,100,46.14285714,45.23611111,43.33333333,38.88888888,2,1,5
597,36,2,7,3,2,5,85,90,75,92,95,79,35,78.71428571,79.29166667,70,83.33333333,2,1,5
598,38,1,5,2,1,5,70,100,0,58,0,59,0,41,36.56944444,23.33333333,5.55555555,1,4,5
599,31,2,7,4,1,5,65,94,66,19,23,70,56,56.14285714,54.68055556,46.66666667,44.44444445,1,3,5
600,59,2,1,4,1,5,97,94,60,94,16,95,7,66.14285714,69.68055556,76.66666667,94.44444445,2,1,5
601,46,2,4,2,1,4,19,25,84,100,2,64,87,54.42857143,56.65277778,63.33333333,72.22222222,1,2,5
602,26,2,4,4,1,6,73,94,67,92,25,77,96,74.85714286,76.61111111,73.33333333,88.88888888,2,3,5
603,24,2,2,4,1,6,58,89,51,69,79,63,64,67.57142857,68.84722222,66.66666667,77.77777778,2,3,5
604,26,1,5,1,1,5,33,72,79,97,0,85,0,52.28571429,54.08333333,60,66.66666667,2,1,5
605,20,2,4,1,1,4,75,83,88,100,0,70,0,59.42857143,54.77777778,33.33333333,22.22222222,2,1,5
606,64,1,7,4,2,4,15,18,7,30,0,1,2,10.42857143,11.20833333,30,16.66666667,2,3,5
607,24,1,6,3,1,4,70,82,55,74,58,72,71,68.85714286,66.5,50,50,2,3,5
608,48,2,8,4,2,4,61,94,71,80,37,72,22,62.42857143,62.26388889,56.66666667,61.11111112,2,3,5
609,34,2,4,1,1,5,19,15,10,65,39,57,31,33.71428571,31.58333333,30,16.66666667,2,2,5
610,58,1,7,3,2,5,12,28,19,21,10,37,61,26.85714286,24.19444444,23.33333333,5.55555555,1,3,5
611,66,2,2,3,1,5,75,78,30,52,1,56,57,49.85714286,49.18055556,46.66666667,44.44444445,2,3,5
612,60,1,1,3,1,5,6,15,69,0,0,62,0,21.71428571,20.38888889,26.66666667,11.11111112,2,4,5
613,41,2,3,1,2,5,91,100,90,100,100,100,100,97.28571429,90.68055556,46.66666667,44.44444445,2,3,5
614,59,1,4,1,2,5,75,80,75,100,0,83,72,69.28571429,73.125,80,100,1,1,5
615,31,2,6,4,1,5,46,60,26,91,39,92,20,53.42857143,50.91666667,40,33.33333333,1,2,5
616,37,2,1,1,1,4,100,100,0,100,0,100,0,57.14285714,50,20,0,2,3,5
617,30,2,6,3,2,5,60,76,51,5,57,83,54,55.14285714,55.19444444,53.33333333,55.55555555,1,4,5
618,36,1,5,4,2,3,66,84,63,100,0,31,61,57.85714286,56.875,50,50,1,4,5
619,58,2,6,4,1,6,85,87,30,79,25,61,60,61,61.70833333,60,66.66666667,2,3,5
620,35,2,5,4,1,5,76,97,43,72,43,61,35,61,61.01388889,56.66666667,61.11111112,1,1,5
621,40,1,7,2,1,5,65,100,53,52,0,3,0,39,34.125,20,0,2,2,5
622,29,2,4,2,1,5,63,100,79,100,2,100,26,67.14285714,67.08333333,60,66.66666667,1,2,5
623,54,2,1,1,2,5,74,85,55,70,41,57,53,62.14285714,59.23611111,43.33333333,38.88888888,2,1,5
624,48,1,5,2,2,5,75,100,62,48,10,92,31,59.71428571,62.66666667,70,83.33333333,1,3,5
625,60,1,1,4,1,5,74,75,76,89,65,84,66,75.57142857,69.59722222,36.66666667,27.77777778,2,1,5
626,48,2,2,3,2,5,60,95,55,96,40,92,41,68.42857143,70.29166667,70,83.33333333,2,1,5
627,49,1,6,4,1,5,60,63,84,91,64,34,95,70.14285714,63.45833333,30,16.66666667,2,2,5
628,21,1,1,1,1,4,36,28,58,57,40,60,40,45.57142857,48.20833333,60,66.66666667,2,1,5
629,50,1,3,1,1,4,61,54,77,64,46,8,93,57.57142857,58.70833333,60,66.66666667,2,1,5
630,24,1,5,1,2,4,70,89,30,100,83,81,14,66.71428571,64.625,50,50,2,3,5
631,34,1,4,4,2,5,60,62,62,64,85,24,0,51,51.56944444,53.33333333,55.55555555,2,1,5
632,28,2,6,1,1,5,67,87,18,73,3,78,55,54.42857143,51.79166667,40,33.33333333,2,2,5
633,58,1,4,2,2,4,64,54,71,100,23,72,58,63.14285714,60.11111111,43.33333333,38.88888888,2,4,5
634,69,1,2,3,2,4,37,56,56,73,10,30,59,45.85714286,48.45833333,60,66.66666667,2,3,5
635,27,2,4,1,1,4,77,99,63,86,96,62,60,77.57142857,73.43055556,46.66666667,44.44444445,1,2,5
636,70,2,8,3,1,5,72,100,42,100,11,10,59,56.28571429,56.88888889,56.66666667,61.11111112,1,3,5
637,83,1,5,4,2,5,77,77,4,98,30,72,41,57,54.04166667,40,33.33333333,2,4,5
638,52,2,2,1,1,5,80,80,58,24,2,73,83,57.14285714,54.16666667,40,33.33333333,2,1,5
639,64,1,8,4,1,4,58,81,0,63,58,60,0,45.71428571,46.94444444,53.33333333,55.55555555,2,2,5
640,26,2,5,3,1,5,41,100,42,28,81,18,33,49,52.59722222,66.66666667,77.77777778,2,3,5
641,42,2,4,2,1,5,42,100,58,100,37,62,0,57,56.125,50,50,1,1,5
642,47,2,1,1,1,4,57,98,20,81,0,63,11,47.14285714,48.19444444,53.33333333,55.55555555,2,3,5
643,21,2,4,1,2,3,63,67,86,67,89,34,98,72,67.86111111,43.33333333,38.88888888,1,3,5
644,27,1,5,3,1,4,16,32,38,58,100,18,0,37.42857143,35.52777778,33.33333333,22.22222222,2,2,5
645,53,1,8,3,2,5,73,91,79,82,100,76,70,81.57142857,75.54166667,40,33.33333333,2,3,5
646,53,1,7,2,1,4,67,68,37,28,62,56,54,53.14285714,50.66666667,40,33.33333333,1,4,5
647,80,1,3,1,1,5,89,90,11,0,76,76,85,61,60.31944444,53.33333333,55.55555555,2,3,5
648,37,1,6,2,2,5,72,75,75,83,51,62,53,67.28571429,63.73611111,43.33333333,38.88888888,1,3,5
649,50,2,6,1,1,4,78,79,17,22,11,32,7,35.14285714,37.69444444,53.33333333,55.55555555,2,4,5
650,50,2,8,2,1,5,35,82,17,39,18,79,0,38.57142857,38.61111111,43.33333333,38.88888888,1,3,5
651,70,2,2,1,1,4,94,94,95,26,16,69,29,60.42857143,56.34722222,36.66666667,27.77777778,2,3,5
652,53,2,6,3,1,5,100,100,30,73,77,81,18,68.42857143,64.73611111,43.33333333,38.88888888,2,3,5
653,74,1,2,1,1,4,59,61,55,73,11,75,21,50.71428571,53.40277778,63.33333333,72.22222222,2,2,5
654,52,2,2,4,2,5,43,100,41,100,0,78,23,55,51.59722222,36.66666667,27.77777778,2,4,5
655,57,2,8,3,1,4,79,90,81,81,0,64,82,68.14285714,67.26388889,56.66666667,61.11111112,2,3,5
656,40,1,2,1,1,4,50,69,8,10,0,38,0,25,23.95833333,30,16.66666667,2,1,5
657,49,1,1,3,2,2,9,12,11,62,11,13,12,18.57142857,17.63888889,26.66666667,11.11111112,2,1,5
658,19,1,2,1,1,6,66,96,56,94,0,100,0,58.85714286,63.30555556,76.66666667,94.44444445,2,1,5
659,32,1,5,1,2,6,64,95,19,100,63,87,0,61.14285714,63.22222222,66.66666667,77.77777778,1,3,5
660,25,2,7,3,1,5,56,58,37,19,66,38,62,48,47.55555556,46.66666667,44.44444445,2,3,5
661,38,1,8,4,2,5,100,100,100,0,71,74,100,77.85714286,75.06944444,53.33333333,55.55555555,2,4,5
662,61,2,6,3,2,5,14,12,0,1,0,56,0,11.85714286,11.76388889,26.66666667,11.11111112,1,4,5
663,41,1,8,4,1,5,99,97,100,90,98,98,92,96.28571429,85.63888889,26.66666667,11.11111112,1,3,5
664,34,2,6,3,1,6,78,100,51,73,0,64,0,52.28571429,50.61111111,43.33333333,38.88888888,1,2,5
665,37,1,6,1,2,6,0,88,100,100,84,100,90,80.28571429,72.33333333,30,16.66666667,1,1,5
666,33,1,8,4,1,5,77,100,91,50,0,23,1,48.85714286,44.83333333,30,16.66666667,2,4,5
667,49,1,8,4,1,4,46,67,59,75,71,57,70,63.57142857,59.79166667,40,33.33333333,1,3,5
668,40,2,2,1,2,3,56,66,67,54,15,71,58,55.28571429,51.84722222,36.66666667,27.77777778,2,3,5
669,50,2,8,4,2,4,67,79,32,0,0,26,0,29.14285714,29.66666667,40,33.33333333,1,4,5
670,26,2,4,3,1,4,59,84,51,93,43,73,54,65.28571429,61.29166667,40,33.33333333,2,3,5
671,64,1,1,1,1,3,68,69,53,0,100,51,51,56,52.47222222,36.66666667,27.77777778,2,3,5
672,23,2,4,1,1,4,3,59,14,22,65,36,10,29.85714286,31.68055556,46.66666667,44.44444445,2,3,5
673,41,1,4,1,1,4,0,0,22,7,0,0,0,4.142857143,7.097222223,36.66666667,27.77777778,1,4,5
674,40,2,5,4,2,4,26,44,47,40,34,32,42,37.85714286,35.20833333,30,16.66666667,1,1,5
675,58,1,3,3,1,4,57,83,24,42,33,35,25,42.71428571,42.93055556,46.66666667,44.44444445,2,1,5
676,20,2,8,1,1,4,46,76,64,64,18,53,58,54.14285714,55.01388889,56.66666667,61.11111112,2,3,5
677,56,2,7,3,2,5,58,65,65,48,49,28,63,53.71428571,48.38888889,26.66666667,11.11111112,1,4,5
678,31,1,7,4,1,5,89,100,81,84,1,66,96,73.85714286,73.65277778,63.33333333,72.22222222,1,2,5
679,38,2,3,3,1,4,70,100,62,62,36,66,68,66.28571429,64.25,50,50,2,3,5
680,65,2,6,3,1,5,38,82,32,57,8,23,28,38.28571429,33.5,20,0,2,3,5
681,40,2,8,4,1,5,59,74,73,64,64,69,64,66.71428571,66.70833333,60,66.66666667,1,2,5
682,24,2,2,3,1,4,59,76,17,94,57,63,35,57.28571429,51.51388889,26.66666667,11.11111112,2,4,5
683,46,1,5,1,1,4,47,99,100,99,0,86,0,61.57142857,62.20833333,60,66.66666667,2,1,5
684,32,1,3,3,1,4,61,39,59,63,72,44,60,56.85714286,57.38888889,56.66666667,61.11111112,2,3,5
685,63,1,2,4,2,4,27,86,16,17,13,54,62,39.28571429,35.76388889,26.66666667,11.11111112,2,2,5
686,61,1,8,4,2,6,3,2,2,100,0,0,0,15.28571429,16.15277778,33.33333333,22.22222222,2,4,5
687,39,1,8,3,1,4,61,66,67,100,41,60,51,63.71428571,62.69444444,53.33333333,55.55555555,1,4,5
688,35,2,5,3,1,5,90,100,15,100,0,0,0,43.57142857,47.15277778,63.33333333,72.22222222,2,2,5
689,38,1,7,4,1,5,92,93,78,51,51,21,75,65.85714286,62.48611111,43.33333333,38.88888888,2,3,5
690,62,2,8,4,2,6,100,100,77,100,53,100,100,90,85,50,50,2,2,5
691,60,1,2,1,2,4,29,46,24,23,42,23,22,29.85714286,28.20833333,30,16.66666667,2,3,5
692,46,2,5,3,1,5,100,100,100,50,0,100,48,71.14285714,71.27777778,63.33333333,72.22222222,1,3,5
693,48,1,7,4,1,4,42,39,62,89,55,85,38,58.57142857,58.88888889,56.66666667,61.11111112,2,2,5
694,58,2,1,1,2,6,99,100,38,66,30,100,61,70.57142857,70.77777778,63.33333333,72.22222222,1,3,5
695,36,1,2,1,1,5,61,62,98,87,91,98,94,84.42857143,78.73611111,43.33333333,38.88888888,2,3,5
696,30,2,4,3,1,5,83,79,18,31,33,0,0,34.85714286,32.58333333,30,16.66666667,2,2,5
697,35,1,8,1,1,5,0,70,0,0,0,17,0,12.42857143,13.65277778,33.33333333,22.22222222,2,3,5
698,41,2,8,4,1,5,78,93,60,14,0,87,19,50.14285714,50.81944444,53.33333333,55.55555555,2,4,5
699,51,2,3,4,1,5,100,100,35,83,35,86,78,73.85714286,74.34722222,66.66666667,77.77777778,1,3,5
700,21,1,3,1,2,4,66,57,56,64,65,67,68,63.28571429,62.31944444,53.33333333,55.55555555,2,2,5
701,51,2,2,3,1,3,61,77,31,58,10,63,23,46.14285714,45.23611111,43.33333333,38.88888888,1,3,5
702,64,1,2,1,1,3,22,70,0,51,0,23,24,27.14285714,32.08333333,60,66.66666667,2,2,5
703,48,2,3,1,2,5,54,54,39,74,40,68,25,50.57142857,47.72222222,36.66666667,27.77777778,1,3,5
704,59,2,8,3,2,5,16,81,2,0,0,8,0,15.28571429,14.06944444,23.33333333,5.55555555,2,4,5
705,42,2,2,3,1,5,100,100,68,100,0,100,0,66.85714286,65.44444444,53.33333333,55.55555555,1,1,5
706,28,1,8,3,2,4,59,64,55,58,0,65,12,44.71428571,42.59722222,36.66666667,27.77777778,2,3,5
707,38,2,6,2,2,4,74,100,68,84,0,88,52,66.57142857,63.11111111,43.33333333,38.88888888,1,3,5
708,43,1,6,3,1,4,25,72,80,30,74,75,84,62.85714286,58.47222222,36.66666667,27.77777778,2,3,5
709,61,2,4,4,1,5,0,1,0,22,0,79,28,18.57142857,22.5,50,50,1,3,5
710,25,1,3,3,2,5,39,85,38,81,3,74,1,45.85714286,50.54166667,70,83.33333333,2,3,5
711,50,2,3,1,1,5,79,74,14,100,0,81,3,50.14285714,52.20833333,60,66.66666667,2,3,5
712,53,2,4,1,2,6,50,76,22,100,0,50,51,49.85714286,49.875,50,50,1,3,5
713,43,1,6,4,2,5,66,59,62,70,35,71,78,63,63.45833333,60,66.66666667,2,3,5
714,23,2,1,1,1,4,69,75,0,53,9,81,18,43.57142857,42.98611111,43.33333333,38.88888888,2,3,5
715,51,1,6,3,2,4,2,1,1,24,77,3,3,15.85714286,22.20833333,60,66.66666667,2,3,5
716,39,1,8,4,1,5,100,100,89,74,65,68,69,80.71428571,74.79166667,40,33.33333333,1,3,5
717,69,2,4,2,2,5,18,51,7,0,51,4,51,26,22.75,20,0,2,4,5
718,21,1,7,1,1,4,100,100,0,100,0,100,82,68.85714286,60.25,20,0,1,4,5
719,69,2,5,4,2,5,17,40,74,32,0,0,57,31.42857143,29.58333333,30,16.66666667,2,3,5
720,21,2,6,2,1,4,25,72,51,22,0,1,7,25.42857143,23.63888889,26.66666667,11.11111112,2,4,5
721,46,1,2,2,2,4,0,60,24,100,0,100,0,40.57142857,36.19444444,23.33333333,5.55555555,1,4,5
722,22,2,8,3,1,4,75,100,24,82,28,74,31,59.14285714,59.38888889,56.66666667,61.11111112,2,4,5
723,38,2,5,3,2,5,85,100,31,84,10,100,58,66.85714286,68.22222222,66.66666667,77.77777778,2,1,5
724,73,1,4,3,2,5,71,72,21,0,0,15,66,35,31.31944444,23.33333333,5.55555555,2,4,5
725,28,2,3,3,2,5,64,79,66,99,31,78,32,64.14285714,60.29166667,40,33.33333333,2,1,5
726,36,2,5,2,1,5,74,100,100,100,65,100,67,86.57142857,85.47222222,66.66666667,77.77777778,1,2,5
727,38,2,8,4,1,5,63,85,0,41,0,19,0,29.71428571,30.86111111,43.33333333,38.88888888,2,1,5
728,60,2,2,2,2,6,94,93,90,82,88,95,92,90.57142857,88.27777778,63.33333333,72.22222222,2,3,5
729,56,1,8,3,1,5,81,79,34,73,100,55,27,64.14285714,67.23611111,73.33333333,88.88888888,1,3,5
730,69,1,4,3,1,5,60,70,0,19,72,48,0,38.42857143,37.09722222,36.66666667,27.77777778,2,3,5
731,70,2,3,4,1,5,89,100,31,8,82,58,75,63.28571429,60.23611111,43.33333333,38.88888888,2,3,5
732,33,1,8,3,1,5,73,96,61,31,57,66,85,67,63.48611111,43.33333333,38.88888888,2,4,5
733,29,2,5,2,2,4,50,100,66,100,100,100,100,88,81.86111111,43.33333333,38.88888888,1,4,5
734,70,2,7,3,2,5,71,100,28,17,57,77,16,52.28571429,48.52777778,33.33333333,22.22222222,2,3,5
735,37,2,4,4,1,5,87,99,82,91,16,86,19,68.57142857,69.72222222,66.66666667,77.77777778,2,3,5
736,33,2,1,1,1,6,100,100,2,100,100,100,25,75.28571429,78.375,80,100,2,1,5
737,58,2,8,4,2,5,99,100,96,100,97,99,93,97.71428571,92.44444444,53.33333333,55.55555555,2,3,5
738,47,2,7,3,1,5,54,93,78,46,21,64,62,59.71428571,57.11111111,43.33333333,38.88888888,1,3,5
739,45,1,5,4,1,4,58,65,48,54,55,58,60,56.85714286,53.22222222,36.66666667,27.77777778,2,1,5
740,68,2,3,2,1,4,91,80,4,5,64,69,26,48.42857143,48.625,50,50,2,4,5
741,59,1,1,3,1,5,38,39,31,49,36,36,38,38.14285714,36.84722222,36.66666667,27.77777778,2,3,5
742,51,2,5,3,1,4,88,100,50,23,50,87,50,64,66.41666667,70,83.33333333,2,2,5
743,66,2,8,4,1,6,85,88,39,40,16,87,15,52.85714286,49.72222222,36.66666667,27.77777778,2,4,5
744,67,1,8,3,1,5,19,22,20,19,11,8,7,15.14285714,16.02777778,33.33333333,22.22222222,1,2,5
745,73,2,4,3,1,5,82,85,27,95,1,1,99,55.71428571,50.13888889,26.66666667,11.11111112,2,3,5
746,59,2,8,3,1,5,64,100,69,70,44,75,81,71.85714286,71.90277778,63.33333333,72.22222222,2,4,5
